CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
"(S
  coby/NN
  this/DT
  USL/NNP
  and/CC
  past/NN
  :/:
  </NN
  br/NN
  //NNP
  >/NNP
  </VBZ
  a/DT
  href=/NN
  ''/''
  http/NN
  :/:
  //adf.ly/NN
  ''/''
  >/JJ
  http/NN
  :/:
  //adf.ly/JJ
  </NNP
  /a/NNP
  >/NNP
  /1HmVtX/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  delete/JJ
  space/NN
  after/IN
  y﻿/NN)",2015-05-25T06:25:22.319000,Abdullah Fawzi,z12bfraboyajftgbz04ccbkr3xjxfxyxsew,1
"(S
  see/VB
  this/DT
  </JJ
  br/NN
  //NNP
  >/NNP
  </VBZ
  a/DT
  href=/NN
  ''/''
  http/NN
  :/:
  //adf.ly/NN
  ''/''
  >/JJ
  http/NN
  :/:
  //adf.ly/JJ
  </NNP
  /a/NNP
  >/NNP
  /1HmVtX﻿/NN)",2015-05-25T06:23:24.405000,Abdullah Fawzi,z132svd4fvq1wntfd221w5szfzezjri2r,1
(S (GPE Waka/NNP) waka﻿/NN),2015-05-25T03:09:41.790000,Nash Alema,z13xy3naqwneytjyb04cjdb54luwyjk4alo0k,0
"(S
  she/PRP
  is/VBZ
  beautiful/JJ
  but/CC
  it/PRP
  is/VBZ
  not/RB
  (GPE American/JJ)
  !/.
  ﻿/NN)",2015-05-25T02:38:54.495000,Russian soldier sniper,z12qufrhtzvrzztje04chhmadyu3glopkm00k,0
(S (GPE Thumbs/NNP) up/RP if/IN your/PRP$ watching/NN in/IN 2015﻿/CD),2015-05-25T01:47:45.053000,Toby Bywater,z121ireiytz2f1xzz04cc5fznlnchb1jphg,1
(S ILOVETHISSONG﻿/NN),2015-05-24T22:42:30.198000,Mohammed Yousef,z13wgdwwuralul0ki23fuxqxvrbmunwkf,0
"(S
  Subscribe/NNP
  me/PRP
  please/NN
  ./.
  i/NN
  &/CC
  #/#
  39/CD
  ;/:
  ll/JJ
  promise/NN
  i/NN
  &/CC
  #/#
  39/CD
  ;/:
  ll/CC
  sub/VB
  back﻿/NN)",2015-05-24T22:24:17.416000,JH Simene,z12hsre40qqswblvg22kvlrhgznxul1xu04,1
"(S
  (PERSON Lamest/NNP)
  World/NNP
  Cup/NNP
  song/NN
  ever/RB
  !/.
  This/DT
  time/NN
  (ORGANIZATION FOR/NNP Africa/NNP)
  ?/.
  You/PRP
  mean/VBP
  IN/NNP
  (GPE Africa/NNP)
  ./.
  It/PRP
  wasn/VBD
  &/CC
  #/#
  39/CD
  ;/:
  t/VB
  a/DT
  Live/NNP
  Aid/NNP
  event/NN
  or/CC
  something/NN
  ./.
  She/PRP
  made/VBD
  it/PRP
  seem/VBP
  like/IN
  a/DT
  charity/NN
  case/NN
  for/IN
  them/PRP
  instead/RB
  of/IN
  a/DT
  proud/JJ
  moment/NN
  ./.
  Where/WRB
  was/VBD
  (PERSON Ricky/NNP Martin/NNP)
  when/WRB
  you/PRP
  needed/VBD
  him/PRP
  !/.
  SMH﻿/NN)",2015-05-24T20:38:33.832000,MmmHmmm,z13uw5rqqwu4ufqli224fvzryy2vwlyk4,0
"(S
  My/PRP$
  friend/NN
  (PERSON Sam/NNP)
  loves/VBZ
  this/DT
  song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿/NN)",2015-05-24T20:29:41.546000,Angelica Figueroa,z13lhxc4yoidt5hdn23jydg5nkuehblxs04,0
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),2015-05-24T19:33:39.585000,Syed Akbar Ali,z12zcxyjxof0ihx4w04cf1gojz3zwnty4ts0k,1
(S I/PRP love/VBP you﻿/RB),2015-05-24T16:05:33.401000,Oreoluwa Ajjayi,z134ufywgmy5yny1223bvdkxvleyjj2ik04,0
"(S
  To/TO
  help/VB
  shakira/VB
  become/VB
  the/DT
  first/JJ
  female/NN
  to/TO
  hit/VB
  1billiom/CD
  views/NNS
  ,/,
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  ve/NN
  decided/VBD
  to/TO
  watch/VB
  this/DT
  Video/NNP
  at/IN
  least/JJS
  one/CD
  a/DT
  day/NN
  ./.
  Everyday/JJ
  !/.
  Shakifans/NNPS
  we/PRP
  r/VBP
  so/RB
  close/RB
  just/RB
  hit/VB
  the/DT
  replay/NN
  button/NN
  !/.
  !/.
  !/.
  ﻿/NN)",2015-05-24T15:35:03.844000,Eric Gonzalez,z12uvzpw4tufgf2qw04chd5abu3uvf4rw5o,0
(S (GPE ILove/NNP) shakira/NN ﻿/NN),2015-05-24T14:57:52.858000,‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,z13zj535dsqgcfyot04cixgics3zdrspsqw0k,0
(S It/PRP was/VBD cool/VBG the/DT best/JJS song/NN ever/RB ﻿/VBD),2015-05-24T14:21:54.411000,Tierra Carbon,z13it35hwti1uf0ea22ju5dxoyqiubdso,0
"(S
  (ORGANIZATION OMG/NNP)
  (ORGANIZATION LISTEN/NNP)
  TO/NNP
  THIS/NNP
  ITS/NNP
  SOO/NNP
  GOOD/NNP
  !/.
  !/.
  :/:
  D﻿/NN)",2015-05-24T14:16:59.411000,Lala Ella,z133xfvjenv5vfr0o22nhfrawr2ve3gp004,0
"(S
  My/PRP$
  uncle/NN
  said/VBD
  he/PRP
  will/MD
  stop/VB
  smoking/NN
  if/IN
  this/DT
  comment/NN
  gets/VBZ
  500/CD
  likes/NN
  !/.
  Please/NNP
  like/IN
  this/DT
  comment/NN
  !/.
  Thanks.﻿/NN)",2015-05-24T12:32:18.770000,Alexander Solli,z13azdiwulmkf5kmr22cwbpq1zrntfxby04,1
(S nice/JJ song﻿/NN),2015-05-24T11:55:30.385000,Arvind Pandey,z13lih3oztyagltwo04ceh3rezv2hfx5aj4,0
(S waka/NN waka﻿/NN),2015-05-24T10:01:03.912000,Abdou Abdou,z12ui12j5ti4dnyaa04cezhbnuuchl05ckc0k,0
(S super/NN music﻿/NN),2015-05-24T07:03:59.488000,MOHAMED THASLEEM,z12lth44woywehejy04cilgh2lejztjapi0,0
"(S
  How/WRB
  could/MD
  108k/CD
  people/NNS
  dislike/VBP
  this/DT
  song/NN
  or/CC
  video﻿/NN)",2015-05-24T03:55:10.367000,Haolin Tan,z13cyndpyk2vefcyo04ce1ib5wrbxjqxuvk0k,0
"(S
  Love/VB
  it/PRP
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  💜﻿/NN)",2015-05-24T03:02:38.357000,Lupitaochoa Dieciseis,z13durqh1sb4iv14q04cep3jenmavh4ajqg0k,0
"(S
  I/PRP
  swear/VBP
  (ORGANIZATION Shakira/JJ)
  keeps/NNS
  getting/VBG
  more/JJR
  and/CC
  more/RBR
  gorgeous/JJ
  !/.
  She/PRP
  definitely/RB
  looks/VBZ
  more/RBR
  gorgeous/JJ
  with/IN
  her/PRP$
  hair/NN
  this/DT
  way/NN
  than/IN
  super/JJR
  curly.﻿/NN)",2015-05-24T01:36:23.815000,Carmen W,z13rg14qosy3uvqz204cf1eaotyyjbyx1ec,0
"(S
  (GPE Youtube/NN)
  comments/NNS
  be/VB
  like/IN
  </NNP
  br/NN
  //NNP
  >/NNP
  This/DT
  is/VBZ
  so/RB
  5/CD
  years/NNS
  ago/RB
  ./.
  ﻿/NN)",2015-05-23T22:08:55.169000,Hamilton44,z12uu1ni2uqrvzfhf04cflg4ezqmjnfzzu00k,0
"(S
  it/PRP
  pisses/VBZ
  me/PRP
  off/RP
  a/DT
  bit/NN
  that/WDT
  blank/VBD
  space/NN
  has/VBZ
  more/JJR
  views/NNS
  (/(
  868/CD
  mio/NN
  )/)
  than/IN
  this/DT
  ./.
  meh/NN
  ﻿/NN)",2015-05-23T21:27:36.596000,Leedl bagginshield,z13teltr2ljvx1cgd04cihnpetm1xlwxm3g,0
(S Your/PRP$ the/DT best♣♥﻿/NN),2015-05-23T20:45:58.511000,Athena Gomez,z12jwtvwcrmks1xbe04ch5nikwnscb4iqr40k,0
(S I/PRP love/VBP you/PRP ;/: p﻿/VB),2015-05-23T20:44:51.396000,Athena Gomez,z13zt31xrsrvcxtsz23dgvob4y21t3ppt04,0
"(S
  I/PRP
  love/VBP
  (PERSON Shakira/JJ)
  !/.
  !/.
  !/.
  !/.
  !/.
  !/.
  ❤🎵🎶🎼🎸﻿/NN)",2015-05-23T18:35:07.666000,Anastasia Trevla,z12iyf2wkybwerg5104cddairnrzf5vwoog0k,0
"(S
  This/DT
  song/NN
  is/VBZ
  special/JJ
  ,/,
  because/EX
  is/VBZ
  a/DT
  song/NN
  for/IN
  (ORGANIZATION Africa/NNP)
  and/CC
  I/PRP
  am/VBP
  an/DT
  (GPE African/JJ)
  ﻿/NN)",2015-05-23T17:42:14.383000,Jessica Onyekwere,z13rgdjjjzmkuhnvf23dd1wxkqzwvjiij04,0
"(S
  &/CC
  lt/NN
  ;/:
  3/CD
  this/DT
  song/NN
  so/RB
  much.SHAKIRA/RB
  YOUR/VBZ
  A/NNP
  (ORGANIZATION REALLY/NNP)
  GOOD/NNP
  ARTIST.﻿/NNP)",2015-05-23T17:40:19.322000,GamingWith Kim,z13fyrra1pres5hbj04chzwabkels11pe5c,0
(S I/PRP love/VBP shakira/JJ </NNP br/NN //NNP >/NNP ❤❤❤❤﻿/NN),2015-05-23T17:07:04.122000,Raphael Lipusch,z13cw35rwznvud1jt04cgl4zfpaqxj2z4qg0k,0
"(S
  Definitley/NNP
  the/DT
  song/NN
  for/IN
  2010/CD
  when/WRB
  im/NN
  not/RB
  listening/VBG
  to/TO
  gypsy/VB
  (ORGANIZATION SHAKIRA/NNP)
  ROCKS/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  span/VBD
  class=/NN
  ''/''
  proflinkWrapper/NN
  ''/''
  >/CC
  </NNP
  span/VBP
  class=/NN
  ''/''
  proflinkPrefix/NN
  ''/''
  >/CC
  +/NNP
  </NNP
  /span/NNP
  >/NNP
  </VBZ
  a/DT
  class=/NN
  ''/''
  proflink/NN
  ''/''
  href=/NN
  ''/''
  https/NN
  :/:
  //plus.google.com/101721377578919894134/NN
  ''/''
  oid=/NN
  ''/''
  101721377578919894134/CD
  ''/''
  >/NN
  shakiraVEVO/VBD
  </NNP
  /a/NNP
  >/NNP
  </NNP
  /span/NNP
  >/NNP
  ﻿/NN)",2015-05-23T16:45:03.492000,rtfamily,z13isvpjcwadtnxfa23sdd0ipp20wzxdd,1
"(S
  I/PRP
  remember/VBP
  that/IN
  torunament/NN
  like/IN
  it/PRP
  was/VBD
  today.﻿/JJ)",2015-05-23T16:06:50.834000,KAM IL,z12wu1hapwjnvdrwe04cdj4ogu31cpjgnbw,0
"(S
  Thank/NNP
  you/PRP
  ./.
  Please/VB
  give/VB
  your/PRP$
  email/NN
  ./.
  ﻿/NN)",2015-05-23T12:51:30.214000,Madalynn Miller,z122s1uitnfitv4ru04cet2jquumwz1zsyc0k,1
(S beautiful﻿/NN),2015-05-23T12:47:50.445000,ashwini praveena,z13iefh5fqbhincpi04cfrcaxxzuwfdpgtc0k,0
