CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
"(S
  The/DT
  boyfriend/NN
  was/VBD
  (PERSON Charlie/NNP)
  from/IN
  the/DT
  TV/NN
  show/NN
  (ORGANIZATION LOST/NNP)
  ﻿/NN)",2015-05-28T22:21:26.037000,Ashleigh_ Baise,z13puxp4xp35shhfy22bxx5pqlecxhqgc04,0
"(S
  </VB
  a/DT
  href=/NN
  ''/''
  https/NN
  :/:
  //www.facebook.com/groups/100877300245414//NN
  ''/''
  >/JJ
  https/NN
  :/:
  //www.facebook.com/groups/100877300245414//JJ
  </NNP
  /a/NNP
  >/NNP
  ﻿/NN)",,Lauralyn Karoll,z13kyh3gdnnzdvxjt04ch5xzwlvjyfujpik,1
"(S
  Take/VB
  a/DT
  look/NN
  at/IN
  this/DT
  video/NN
  on/IN
  YouTube/NN
  :/:
  ﻿/NN)",,Shirley Lim,z12lhjtxlsisx55yu04cjp3x2mnmu34bh3g,1
"(S
  Check/VB
  out/RP
  our/PRP$
  Channel/NNP
  for/IN
  nice/JJ
  Beats/NNPS
  !/.
  !/.
  ﻿/NN)",,TMCB production (Instrumental Beats),z13hhxajgrnldjmn523dsjqynsewilbm1,1
"(S
  (PERSON Rihanna/NNP)
  and/CC
  (PERSON Eminem/NNP)
  together/RB
  are/VBP
  unstoppable.﻿/JJ)",2015-05-28T21:50:26.114000,Sylith,z12xurdj0qznephwg04cftq5rszgxdnq0xw0k,0
(S Check/VB out/RP this/DT playlist/NN on/IN YouTube/NN :/: ﻿/NN),,nepaladventure,z13isdtoikvzjlkij04cjxchbpv1tvpgmx40k,1
"(S
  This/DT
  song/NN
  is/VBZ
  about/IN
  (PERSON Rape/NNP)
  and/CC
  (ORGANIZATION Cheating/NNP)
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  Basically/NNP
  .../:
  ..﻿/NN)",2015-05-28T21:32:08.714000,Pugnsuit,z13qf1qgcyigy14mx223iv2yqxb5ebze4,0
(S like/IN please﻿/NN),,Inga Lomidze,z13tyhj4drvcxzllt222tvwp3qi1e34ju04,1
"(S
  I/PRP
  love/VBP
  this/DT
  song/NN
  ,/,
  can/MD
  &/CC
  #/#
  39/CD
  ;/:
  t/NN
  believe/VBP
  it/PRP
  was/VBD
  5/CD
  years/NNS
  ago/RB
  ,/,
  it/PRP
  doesn/VBZ
  &/CC
  #/#
  39/CD
  ;/:
  t/NN
  get/VBP
  old/JJ
  though﻿/NN)",2015-05-28T20:46:16.348000,Izana,z12fcjxowubrsnwx104cftlgcpfzw5uwbug0k,0
"(S
  OMG/NNP
  that/WDT
  looks/VBZ
  just/RB
  like/IN
  a/DT
  piece/NN
  of/IN
  the/DT
  mirror/NN
  of/IN
  harry/NN
  potter/NN
  and/CC
  the/DT
  deathly/JJ
  hallows./NN
  </NNP
  br/NN
  //NNP
  >/NNP
  Either/NNP
  that/IN
  house/NN
  ./.
  (/(
  sirius/JJ
  black/JJ
  )/)
  ﻿/NN)",2015-05-28T20:24:21.778000,Daniel Klous,z12yg3dp5kf0hnbdj23aftm4iovygt32c,0
"(S
  I/PRP
  shared/VBD
  my/PRP$
  first/JJ
  song/NN
  &/CC
  quot/NN
  ;/:
  I/PRP
  Want/VBP
  You/PRP
  &/CC
  quot/VB
  ;/:
  ,/,
  and/CC
  I/PRP
  hope/VBP
  you/PRP
  &/CC
  #/#
  39/CD
  ;/:
  ll/NNS
  like/IN
  it/PRP
  ./.
  Take/VB
  a/DT
  listen/NN
  !/.
  ✌️😊/NN
  </VBD
  a/DT
  href=/NN
  ''/''
  https/NN
  :/:
  //youtu.be/-YfUY4gKr1c/JJ
  ''/''
  >/JJ
  https/NN
  :/:
  //youtu.be/-YfUY4gKr1c/JJ
  </NNP
  /a/NNP
  >/NNP
  ﻿/NN)",,Martin Gébele MUSIC,z13xstfb3srrybsb404ccl5w4u3gin4pliw,1
"(S
  Come/NNP
  and/CC
  check/VB
  out/RP
  my/PRP$
  music/NN
  !/.
  Im/NNP
  spamming/VBG
  on/IN
  loads/NNS
  of/IN
  videos/NNS
  but/CC
  its/PRP$
  just/RB
  to/TO
  try/VB
  and/CC
  get/VB
  my/PRP$
  music/NN
  across/IN
  to/TO
  new/JJ
  people﻿/NN)",,Crudgy,z12nebyotsjgdxusi22nwj04pzypjx4ti,1
(S Check/VB out/RP this/DT playlist/NN on/IN YouTube/NN :/: ﻿/NN),,Joyce Jones,z13ke3jo2mejdbj3v22rslzzwuekwhsch,1
"(S
  (ORGANIZATION HUH/NNP)
  (ORGANIZATION HYUCK/NNP)
  HYUCK/NNP
  IM/NNP
  SPECIAL/NNP
  WHO/NNP
  &/CC
  #/#
  39/CD
  ;/:
  S/NNP
  WATCHING/NNP
  THIS/NNP
  IN/NNP
  2015/CD
  IM/NNP
  FROM/NNP
  (ORGANIZATION AUSTRALIA/NNP)
  OR/NNP
  SOMETHING/NNP
  GIVE/VB
  (ORGANIZATION ME/NNP)
  ATTENTION/NNP
  PLEASE/NNP
  IM/NNP
  JUST/NNP
  A/NNP
  (ORGANIZATION RAPPER/NNP)
  WITH/NNP
  A/NNP
  (ORGANIZATION DREAM/NNP)
  IM/NNP
  GON/NNP
  NA/NNP
  SHARE/NNP
  THIS/NNP
  ON/NNP
  GOOGLE/NNP
  PLUS/NNP
  (ORGANIZATION BECAUSE/NNP)
  IM/NNP
  SO/NNP
  COOL.﻿/NNP)",,Hambro,z13gvxshio2lcx1fx22oc3jplwmhzrpsz,1
"(S
  You/PRP
  exactly/RB
  who/WP
  u/VBP
  want/VBP
  to/TO
  be/VB
  ,/,
  watching/VBG
  your/PRP$
  favourite/JJ
  rappers/NNS
  on/IN
  tv﻿/NN)",2015-05-28T20:11:52.781000,LIL TEZ,z12litdrrkzmg51kn23ghl2rctvttp0c4,0
"(S
  (GSP Rihanna/NNP)
  is/VBZ
  absolutely/RB
  gorgeous/JJ
  in/IN
  this/DT
  video.﻿/NN)",2015-05-28T19:27:42.212000,Maryf,z13mwrzgekanfjbnw23pgfwzwzf4wxgwv04,0
"(S
  Check/VB
  out/RP
  this/DT
  video/NN
  on/IN
  YouTube/NN
  :/:
  </JJ
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  Love/NNP
  this/DT
  song/NN
  .../:
  It/PRP
  &/CC
  #/#
  39/CD
  ;/:
  s/VB
  all/DT
  good/JJ
  will/MD
  never/RB
  go/VB
  back/RP
  that/DT
  but/CC
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  ll/NN
  always/RB
  remember/VB
  the/DT
  passion/NN
  but/CC
  never/RB
  want/VBP
  to/TO
  go/VB
  back/RB
  to/TO
  being/VBG
  dysfunctional/JJ
  insanity/NN
  .../:
  .../:
  ./.
  (PERSON Goal/NNP)
  is/VBZ
  to/TO
  live/VB
  happy/JJ
  not/RB
  live/JJ
  insane/NN
  ./.
  ﻿/NN)",,There's No Saving Grace (FreakOffLeash),z12wefdg1w2sz3ase22tsd4j2xn1ybakp,1
"(S
  (GSP Don/NNP)
  &/CC
  #/#
  39/CD
  ;/:
  t/NNS
  love/VBP
  someone/NN
  soo/NN
  much/RB
  ,/,
  love/VB
  the/DT
  way/NN
  u/JJ
  lie..﻿/NN)",2015-05-28T18:41:47.260000,Kishore sl,z12phhz5snysw5yn122xtjtiennhtlqc5,0
"(S
  one/CD
  of/IN
  the/DT
  (ORGANIZATION BEST/NNP)
  SONGS/NNP
  in/IN
  music/NN
  history﻿/NN)",2015-05-28T17:49:36.288000,Dragon Addict,z121djwacsnbjhafe22nfvj5fuqti5i0t,0
(S Check/VB out/RP this/DT playlist/NN on/IN YouTube/NN :/: ﻿/NN),,Belinda Mitchell,z12txfjzxvnaez5ov04cgjkbhnrnt3nzv04,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Klaudia Marysol,z125zruy3pfweniga04celt52kjjjxvgik40k,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Rachael Knapp,z133sdliqlyvjldpn04cdxfhltqeen2gtsc0k,1
"(S
  No-I/JJ
  hate/NN
  The/DT
  (ORGANIZATION Way/NNP)
  U/NNP
  LIe/NNP
  !/.
  !/.
  ﻿/NN)",2015-05-28T17:27:31.425000,susie johnson,z12bdbbiyljvspiop04cgxpzmz3fgn2zppw0k,0
"(S
  (PERSON Fuck/NNP)
  (ORGANIZATION Eminem/NNP)
  ./.
  Bieber/NNP
  is/VBZ
  the/DT
  best/JJS
  &/CC
  lt/NN
  ;/:
  3﻿/CD)",2015-05-28T17:25:06.652000,Playboy 808,z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314,0
"(S
  Check/VB
  out/RP
  this/DT
  playlist/NN
  on/IN
  YouTube/NN
  :/:
  chcfcvzfzfbvzdr﻿/NN)",,Melissa Erhart,z13ss524vpztvf2de23cyz2bmlfbvtcx304,1
(S Check/VB out/RP this/DT playlist/NN on/IN YouTube/NN :/: ﻿/NN),,melissa delaney,z13uhpnygtntxr1q104cdb441oz0c5lz3yk0k,1
"(S
  (GPE Im/NNP)
  gon/NN
  na/TO
  share/NN
  a/DT
  little/JJ
  ryhme/NN
  canibus/NN
  blows/VBZ
  eminem/VB
  away/RP
  a/DT
  quadrillion/NN
  times/NNS
  especially/RB
  about/IN
  the/DT
  categories/NNS
  of/IN
  intelligent/JJ
  things/NNS
  in/IN
  his/PRP$
  mind/NN
  ./.
  That/IN
  he/PRP
  learned/VBD
  and/CC
  rapped/VBD
  about/IN
  and/CC
  forgot/VBD
  before/IN
  eminem/NN
  spit/NN
  his/PRP$
  first/JJ
  ryme.luv/NN
  ya/NN
  linz/VBD
  4e﻿/CD)",,Ben Romanucci,z12hsdhwjqesj54wz04cc5aikwemsrarvak,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,kevin alvarado,z12evpx4aliqc1fmp22sifxaiubaxrwre04,1
"(S
  Check/VB
  out/RP
  this/DT
  video/NN
  on/IN
  (ORGANIZATION YouTube/NNP)
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  </NNP
  br/NN
  //NNP
  >/NNP
  ﻿/NN)",,mona lavallee,z13gctgbhzitfr1up22axlkztzntfvjzt04,1
"(S
  CHECK/VB
  OUT/RP
  (ORGANIZATION THE/NNP)
  (ORGANIZATION NEW/NNP)
  REMIX/NNP
  !/.
  !/.
  !/.
  </JJ
  br/NN
  //NNP
  >/NNP
  (PERSON CLICK/NNP CLICK/NNP)
  !/.
  !/.
  ﻿/NN)",,Daniel Wagemans,z13ktfeorojjx3dbd04cdzngspmlzj5qghs,1
(S Check/VB out/RP this/DT playlist/NN on/IN YouTube/NN :/: ﻿/NN),,Greg Porter,z12asj4zop3ktr1le22ac54rmryqg321y,1
"(S
  I/PRP
  personally/RB
  have/VBP
  never/RB
  been/VBN
  in/IN
  a/DT
  abusive/JJ
  relationship/NN
  ./.
  I/PRP
  probably/RB
  never/RB
  will/MD
  ./.
  I/PRP
  don/VBP
  &/CC
  #/#
  39/CD
  ;/:
  t/NN
  hit/VBD
  women/NNS
  ./.
  (PERSON Mom/NN)
  has/VBZ
  my/PRP$
  dad/NN
  used/VBN
  to/TO
  hit/VB
  my/PRP$
  mom/NN
  before/IN
  he/PRP
  left/VBD
  ./.
  I/PRP
  can/MD
  relate/VB
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  m/NN
  writing/VBG
  about/IN
  one/CD
  at/IN
  the/DT
  moment/NN
  subscribe/NN
  to/TO
  hear/VB
  it/PRP
  ./.
  EVERY/NNP
  fan/NN
  counts.﻿/NN)",,Chris Faith,z12avrn4pmaaw34bc04cjfhhjvuazn3w0qk0k,1
(S Love😘❤💖﻿/NN),2015-05-28T16:58:53.855000,sonia prudencio,z12ofn4qmkmadrykm22bw5dgns3cxjcrh04,0
"(S
  (GPE Haha/NNP)
  ,/,
  I/PRP
  can/MD
  &/CC
  #/#
  39/CD
  ;/:
  t/NNS
  believe/VBP
  how/WRB
  many/JJ
  kids/NNS
  listen/VBP
  to/TO
  (GPE Eminem/NNP)
  ./.
  You/PRP
  kids/NNS
  know/VBP
  that/IN
  he/PRP
  does/VBZ
  drugs/NNS
  and/CC
  ends/VBZ
  high/JJ
  in/IN
  jail/NN
  ./.
  I/PRP
  wonder/VBP
  why/WRB
  he/PRP
  never/RB
  ended/VBD
  OD/NNP
  ./.
  ﻿/NN)",2015-05-28T16:09:13.677000,Romulus IV,z130wtjzpzjvzdtrf04cd5e4zpehgro5eoo0k,0
(S plese/JJ subscribe/NN to/TO me﻿/VB),,awsome models,z12qslfpnzyytzhfs23sxzpo0zjnibzw404,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Kyle Joyce,z134hvbh0uqsvrhvc22bd5irmlnsxll4f04,1
"(S
  (GPE Aye/NNP)
  homies/NNS
  check/VBP
  out/RP
  our/PRP$
  remix/NN
  to/TO
  50/CD
  (ORGANIZATION Cent/NNP)
  Your/NNP
  Life/NNP
  Is/VBZ
  On/IN
  The/DT
  Line/NNP
  we/PRP
  just/RB
  started/VBD
  our/PRP$
  youtube/NN
  channel/NN
  and/CC
  we/PRP
  are/VBP
  all/DT
  ways/NNS
  working/VBG
  hard/RB
  ,/,
  give/VB
  us/PRP
  some/DT
  feed/VBP
  back/RB
  on/IN
  our/PRP$
  latest/JJS
  song/NN
  on/IN
  what/WP
  you/PRP
  guys/VBP
  think/VB
  if/IN
  you/PRP
  like/VBP
  show/VB
  support.﻿/NN)",,CypherBrothers,z12vv12yzxuzhnaw104cg3hyboiwyvc4ea0,1
"(S
  this/DT
  is/VBZ
  the/DT
  2nd/JJ
  most/RBS
  best/JJS
  song/NN
  when/WRB
  im/NN
  gone/VBN
  by/IN
  m/NN
  &/CC
  amp/NN
  ;/:
  m﻿/CC)",2015-05-28T15:19:53.599000,Lynda Johnson,z13zety5rwintlwlp23jtf5gxtalhlqrx04,0
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Bryan Carter,z12pivfwewrbghj5504ccf5binmnurn5chg,1
"(S
  WE/NNP
  GO/NNP
  FOR/NNP
  1,000,000,000/CD
  (ORGANIZATION FOR/NNP)
  EMINEM﻿/NNP)",2015-05-28T11:47:37.722000,Bo Lanciné MAGASSOUBA,z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k,0
"(S
  (GPE Eminem/NNP)
  and/CC
  (PERSON Rihanna/NNP)
  sing/VBG
  the/DT
  song/JJ
  very/RB
  well.﻿/NN)",2015-05-28T07:23:37.637000,Supernatural Kubilay,z12zfn0hzpazglcqa04cel05ixmujrq4ns40k,0
"(S
  Subscribe/NNP
  me/PRP
  (ORGANIZATION Secret/NNP)
  videos/NN
  :/:
  D﻿/NN)",,Bilinmeyenin Bilinmeyeni,z12mjlfh2wyzzzc3e22sehuzmmjmstlv2,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Janie Musgrove,z13ahxgwpxvqwdc5l04cfx04zujse1vqprc0k,1
"(S
  Check/VB
  out/RP
  this/DT
  video/NN
  on/IN
  YouTube/NN
  :/:
  but/CC
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  m/PRP
  not/RB
  Rhinnah﻿/VB)",,Karen Cook,z13agbcrkp34wjdgl04cefs5lvvcxzeoj0s,1
(S (GPE Subscribe/NN) to/TO me/PRP for/IN clean/JJ Eminem/NNP !/.),,ultimatecleanmusic,LneaDw26bFt7RP87Zm4xWaDRwG5SE0XUHC_YBbvPQhQ,1
"(S
  Hey/NNP
  youtubers/NNS
  .../:
  {/(
  **/IN
  }/)
  I/PRP
  really/RB
  appreciate/VBP
  all/DT
  of/IN
  you/PRP
  who/WP
  took/VBD
  the/DT
  time/NN
  ,/,
  to/TO
  read/VB
  this/DT
  ,/,
  I/PRP
  am/VBP
  just/RB
  a/DT
  19/CD
  year/NN
  old/JJ
  boy/NN
  who/WP
  wants/VBZ
  to/TO
  be/VB
  a/DT
  successful/JJ
  musician/NN
  in/IN
  the/DT
  music/NN
  world/NN
  ./.
  {/(
  **/IN
  }/)
  I/PRP
  dont/VBP
  have/VBP
  any/DT
  money/NN
  to/TO
  advertise/VB
  my/PRP$
  channel/NN
  ,/,
  {/(
  **/VB
  }/)
  If/IN
  you/PRP
  could/MD
  just/RB
  visit/VB
  my/PRP$
  channel/NN
  ,/,
  comment/NN
  on/IN
  my/PRP$
  video/NN
  or/CC
  subscribe/NN
  ,/,
  that/WDT
  would/MD
  be/VB
  great/JJ
  .../:
  ./.
  {/(
  **/JJ
  }/)
  It/PRP
  will/MD
  only/RB
  be/VB
  few/JJ
  seconds/NNS
  of/IN
  your/PRP$
  life/NN
  .../:
  ../CC
  {/(
  **/JJ
  }/)
  Thank/NNP
  u/JJ
  to/TO
  all/PDT
  the/DT
  people/NNS
  who/WP
  just/RB
  gave/VBD
  me/PRP
  a/DT
  chance/NN
  l/NN
  really/RB
  appreciate/VB
  it/PRP)",,DJ ROY,LneaDw26bFshLT1-9YrPxWqbLzAdCIz2qsKDoIM2SDY,1
"(S
  LOVE/VB
  (ORGANIZATION THE/DT)
  (ORGANIZATION WAY/NNP)
  YOU/NNP
  LIE/NNP
  ../NNP
  &/CC
  quot/NN
  ;/:
  ﻿/CC)",2015-05-28T07:22:25.813000,Puan Sha Zamri,z13dd1easxeqvnjxj04cerrianuqvzhyh3g,0
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,andrewregino1,z12dhdyq0lrxvfnkc23audjzgyjlhjoi204,1
"(S
  This/DT
  guy/NN
  win/VB
  dollars/NNS
  sleeping/VBG
  .../:
  m/NN
  m/NN
  m/NN
  he/PRP
  loves/VBZ
  the/DT
  planet/NN
  its/PRP$
  full/JJ
  of/IN
  (ORGANIZATION RETARDS/NNP))",,Pedazo Astur,LneaDw26bFsY5GVSw7Ysrp_qYtM0fQNxxmgXMIejcys,1
(S Check/VB out/RP our/PRP$ cover/NN of/IN this/DT song/NN !/.),,A Way With Words,LneaDw26bFspn3Az6aidHV7B4bezpM4wwmxPZdnRcI0,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Louis Serano,z13bjd54knqthbzis04cjb5xxsydfhzqejk,1
(S goot﻿/NN),2015-05-28T06:20:49.335000,Muhamat Agus,z13cxvn4hyjbyjiab04cepiynzaihpmpp24,0
"(S
  2015/CD
  but/CC
  Im/NNP
  still/RB
  listening/VBG
  to/TO
  this/DT
  !/.
  ﻿/NN)",2015-05-28T03:27:18.079000,iSmartKid,z12yzzqoozqieho4x04ci12qbrzhyzyyvjg,0
"(S
  How/WRB
  is/VBZ
  this/DT
  the/DT
  most/RBS
  watched/JJ
  Eminem/NNP
  video/NN
  ,/,
  it/PRP
  beats/VBZ
  not/RB
  afraid/VBN
  ?/.
  ﻿/NN)",2015-05-28T01:55:43.908000,Jodie Jackson,z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04,0
"(S
  Check/VB
  out/RP
  my/PRP$
  channel/NN
  for/IN
  funny/JJ
  skits/NNS
  !/.
  Thanks/NNS
  !/.)",,themagicmangotree,LneaDw26bFt7AvG8x15igOZvrWApak5Zh5-PPag9YTs,1
"(S
  hahahahah/NN
  ♥♥♥♥/NN
  :/:
  D/NNP
  like/IN
  vines/NNS
  ?/.
  Subscribe/NNP
  to/TO
  me/PRP
  for/IN
  daily/JJ
  vines/NNS)",,AllDailyVines,LneaDw26bFvYw369Q5okcXCmHP7yDxn75UhHEKdI8Kc,1
"(S
  please/VB
  read/VB
  this/DT
  please/NN
  !/.
  i/NN
  am/VBP
  a/DT
  country/NN
  singer/NN
  who/WP
  is/VBZ
  trying/VBG
  to/TO
  become/VB
  someone/NN
  ./.
  so/RB
  if/IN
  you/PRP
  would/MD
  like/VB
  my/PRP$
  videos/JJ
  please/NN
  ./.
  just/RB
  type/NN
  .../:
  boys/VBZ
  round/NN
  here/RB
  by/IN
  country/NN
  girl/NN
  (/(
  only/RB
  on/IN
  computer/NN
  )/)
  wasting/VBG
  all/PDT
  these/DT
  tears/NNS
  e.t/VBP
  ./.
  please/VB
  subscribe/JJ
  and/CC
  like/IN)",,Samantha Sawyer,LneaDw26bFsR_suTFQXPd6_Nuv-oikecM7Vx539o-2k,1
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Tajuanna Davis,z124ipdjxtumszl0c23schdzqpb0xvczx04,1
"(S
  (ORGANIZATION GUYS/NNP)
  (ORGANIZATION SHARE/NNP)
  THIS/NNP
  VIDEO/NNP
  !/.
  !/.
  !/.
  !/.
  !/.
  HE/PRP
  must/MD
  have/VB
  1.000.000.000/CD
  views/NNS
  (PERSON Share/NNP)
  on/IN
  (GPE Facebook/NNP)
  ,/,
  groups/NNS
  ,/,
  pages/NNS
  !/.
  !/.)",,FreshX,LneaDw26bFscYlZhrdft-O6Q7koeIpT4s4zpkbDHxl4,1
"(S
  CHECK/VB
  (ORGANIZATION OUT/NNP Eminem/NNP)
  -/:
  (PERSON Rap/NNP God/NNP)
  (ORGANIZATION LYRIC/NNP)
  VIDEO/NNP)",,Wild 'N' Out,LneaDw26bFsrleSoC9hVAdk8QmJCwfmQ1BuBDhQBQ6E,1
(S Love/VB this/DT song﻿/NN),2015-05-28T01:51:54.181000,Alura Patterson,z13durcjdm23ifwo204cfxhzawawsrmps24,0
"(S (GPE Rihana/NNP) ,/, (PERSON Love/NNP Me/NNP) ./. :/: (/( ﻿/VB)",2015-05-28T01:47:29.843000,Cristian Sepulveda,z12ied2xrpvuyrhkw224hxphqrzeev5s2,0
(S like/IN this/DT comment/NN then/RB type/NN 1337/CD),,Michael J. Cabose,LneaDw26bFuUatkiFUWLUY4JNw8D3HREKe8cD134B3U,1
"(S
  Is/VBZ
  that/IN
  (PERSON Charlie/NNP)
  from/IN
  lost/VBN
  ?/.
  </JJ
  br/NN
  //NNP
  >/NNP
  ﻿/NN)",2015-05-28T00:59:58.305000,RoyEpperson,z12buhk4iou1g3jl322ts5mzltm4fdhpz04,0
(S who/WP the/DT fuck/NN cheats/NNS on/IN megan/NNS fox﻿/VBP),2015-05-28T00:13:57.590000,TheSkullcrusher73,z13hcbfavrmgdz5df23nvnewnrbqj31vr,0
